Title	Order	Category	Min players	Max players	Best # of Players	Difficulty	Duration	max duration	Min Player Age	BGG Rating	Type of Game	Classic	co-op	Party	Expansion	Description	Notes
My First Adventure: Finding the Dragon	3	Lighter	1	5	1–2	1.00	10	20	3	7.64		FALSE	FALSE	FALSE	FALSE	Today, you're setting off on an incredible adventure. Today, you're going to roam the world to find and adopt a dragon...	
My First Castle Panic	3	Lighter	1	4	3	1.13	20	20	4	6.40	childrens	FALSE	FALSE	FALSE	FALSE	Protect the castle and its wall from the onslaught of cute monsters.	
My Island	4	Standard	2	4	2	2.11	30	30	10	7.41	strategy	FALSE	FALSE	FALSE	FALSE	Develop your island through the ages in this family-friendly legacy experience.	
My Lil' Everdell	4	Standard	1	4	2	1.85	30	60	6	7.56	childrens, family	FALSE	FALSE	FALSE	FALSE	Place friends to gather goodies, build your fort and win the parades.	
My Little Pony: Adventures in Equestria Deck-Building Game	6	Co-Op	1	4	1	2.25	45	90	14	7.25		FALSE	TRUE	FALSE	FALSE	A co-operative My Little Pony adventure!	
My Shelfie	3	Lighter	2	4	2	1.44	30	30	8	6.57	family	FALSE	FALSE	FALSE	FALSE	Fill your shelves in a winning way!	
Mycelia	1	Party	1	4	3	2.59	40	90	10	7.41		FALSE	FALSE	TRUE	FALSE	Creation, expansion, death & rebirth - Build your own Fungi Kingdom.	
Mycelia	4	Standard	1	4	3	2.59	40	90	10	7.41		FALSE	FALSE	FALSE	FALSE	Creation, expansion, death & rebirth - Build your own Fungi Kingdom.	
Mysterium	6	Co-Op	2	7	5–6	1.89	42	42	10	7.21	thematic, family	FALSE	TRUE	FALSE	FALSE	Become a psychic and divine spectral visions to solve the murder of a restless ghost.	
Mysterium Kids: Captain Echo's Treasure	3	Lighter	2	6	3	1.20	21	21	6	6.72	childrens	FALSE	FALSE	FALSE	FALSE	Help the ghost to find his treasure using communication through sound.	
Mysterium Park	6	Co-Op	2	6	4	1.44	30	45	10	7.04	thematic, family	FALSE	TRUE	FALSE	FALSE	It's cotton candy, circus, dark secrets - a psychic investigation at Mysterium Park!	
Mystic Vale	4	Standard	2	4	2	2.25	45	45	14	7.25	strategy	FALSE	FALSE	FALSE	FALSE	Restore growth and harmony to the cursed Valley of Life through card crafting.	
Naruto: Ninja Arena	3	Lighter	2	4	2–4	1.33	15	30	10	6.03		FALSE	FALSE	FALSE	FALSE	A frenzied dice battle based on the Naruto series and using the Roll & Clash system.	
Nautilus Island	6	Co-Op	2	4	4	1.25	20	30	8	6.57		FALSE	TRUE	FALSE	FALSE	You are shipwrecked escaping a mysterious and deserted volcanic island.	
Near and Far	5	Advanced	2	4	3	2.89	90	120	13	7.67	thematic	FALSE	FALSE	FALSE	FALSE	Explore the lands to discover the Last Ruin and become the most storied traveller.	
Nekojima	3	Lighter	1	5	3	1.04	15	30	7	7.32		FALSE	FALSE	FALSE	FALSE	Build with dexterity the power poles network in the four districts of Nekojima.	
Nekojima	3	Lighter	1	5	3	1.04	15	30	7	7.32		FALSE	FALSE	FALSE	FALSE	Build with dexterity the power poles network in the four districts of Nekojima.	
Nemo's War (Second Edition)	5	Advanced	1	4	1	3.28	60	120	13	7.82	thematic	FALSE	FALSE	FALSE	FALSE	Sail the Seven Seas as the hardened captain Nemo, fighting the Imperialist powers.	
Nestlings	4	Standard	1	4	4	2.33	30	60	10	7.16		FALSE	FALSE	FALSE	FALSE	Compete for priority in a thriving ecosystem in order to best serve your nestlings.	
New Angeles	5	Advanced	4	6	6	3.22	120	240	14	7.05	strategy	FALSE	FALSE	FALSE	FALSE	Play as corporations profiteering off crises, while negotiating to not lose it all.	
New York Zoo	3	Lighter	1	5	3	1.95	30	60	10	7.04	family	FALSE	FALSE	FALSE	FALSE	Build animal enclosures, introduce new animals to your zoo, and breed offspring.	
Next Station: Paris	3	Lighter	1	4	2	1.64	25	30	8	7.33		FALSE	FALSE	FALSE	FALSE	Create your own version of the Paris Métro.	
Next Station: Tokyo	4	Standard	1	4	2	1.76	25	30	8	7.14	family	FALSE	FALSE	FALSE	FALSE	Draw tube lines to connect Tokyo.	
Nexum Galaxy	4	Standard	1	4	4	2.36	25	55	12	7.77	strategy	FALSE	FALSE	FALSE	FALSE	Live a space adventure fighting, exploiting and expanding to get the Nexum Relics.	
Nexus Ops	4	Standard	2	4	4	2.23	90	90	12	7.21	war, thematic	FALSE	FALSE	FALSE	FALSE	Mining corporations fight for territory on a planet crawling with hostile aliens.	
Nidavellir	4	Standard	2	5	3	2.11	45	45	10	7.59	strategy, family	FALSE	FALSE	FALSE	FALSE	Assemble and prepare a formidable crew of dwarfs to fight the mighty Fafnir!	
Nocturne	4	Standard	1	4	2	2.20	30	45	10	7.12		FALSE	FALSE	FALSE	FALSE	Fox mystics cast spells to outwit one another and collect magical forest items.	
Noisy Persons Card Game	1	Party	3	10	6	1.00	10	120	8	5.70		FALSE	FALSE	TRUE	FALSE	A party game designed to help you develop new character voices. 	
Northgard: Uncharted Lands	4	Standard	2	5	4	2.74	45	90	13	7.65	strategy	FALSE	FALSE	FALSE	FALSE	A streamlined 4X board game based on Norse Mythology.	
Nova Luna	4	Standard	1	4	2	1.87	30	60	8	7.27	abstracts, family	FALSE	FALSE	FALSE	FALSE	Draft tiles to complete adjacency combos in this beautiful, abstract tableau builder.	
Now or Never	1	Party	1	4	2	3.66	90	180	13	7.71	strategy	FALSE	FALSE	TRUE	FALSE	Exiles return home to rebuild their ancestral village in a strange fantasy world.	
Nunatak: Temple of Ice	4	Standard	2	4	3	1.91	30	45	10	7.27		FALSE	FALSE	FALSE	FALSE	Carve a step pyramid from the ice to rise high (in points).	
Obscurio	4	Standard	2	8	5–8	1.89	40	40	10	7.10	family	FALSE	FALSE	FALSE	FALSE	Work together with the evil wizard's grimoire to escape the cursed library!	
Octopie	3	Lighter	2	4		0.00	15	15	5	5.72		FALSE	FALSE	FALSE	FALSE	Find pies in the grip of an octopus's tentacles to win a tentacle of your own.	
Oh Captain!	3	Lighter	3	6	5	1.70	15	30	8	6.01		FALSE	FALSE	FALSE	FALSE	An asymmetric game of changing roles, bluffing, and booty!	
Oh Really?	1	Party	2	8		1.00	30	30	16	6.56		FALSE	FALSE	TRUE	FALSE	Prove to your friends you know them the best.	
Once Upon a Time: The Storytelling Card Game	1	Party	2	6	5–6	1.37	30	30	8	6.36	thematic, party	FALSE	FALSE	TRUE	FALSE	Be the first to play out your cards while building a crazy fairytale from scratch.	
One Deck Dungeon: Forest of Shadows	7	2-Player	1	2	1	2.34	30	45	14	7.09	thematic, family	FALSE	FALSE	FALSE	FALSE	The dice-chucking dungeon delver gets poison.	
One Earth	4	Standard	2	5	3	2.00	20	40	7	7.64		FALSE	FALSE	FALSE	FALSE	Nations compete to achieve prosperity but must cooperate to ensure Earth survives.	
One Night Revolution	1	Party	3	10	5–7	1.87	15	15	14	6.07	strategy,party	FALSE	FALSE	TRUE	FALSE	You have one night to identify the hidden Informant among you. . . if there is one.	
One Night Ultimate Super Villains	3	Lighter	3	10	6–8	1.33	10	10	8	6.78		FALSE	FALSE	FALSE	FALSE	Unlikely super heros try and catch some menacing villains.	
One Night Ultimate Werewolf	1	Party	3	10	6–8	1.38	10	10	8	7.05	party	FALSE	FALSE	TRUE	FALSE	An app-optional Werewolf that lasts but a single night. Wolves and villagers beware!	
One Week Ultimate Werewolf	1	Party	3	7	5–6	2.00	45	60	8	5.77	party	FALSE	FALSE	TRUE	FALSE	Spend a week in Ludwig's Castle. Investigate others and don't get eaten.	
Onitama	7	2-Player	2	2	2	1.64	15	20	10	7.35	abstracts	FALSE	FALSE	FALSE	FALSE	Assert your martial prowess by harnessing the power of various animal spirits.	
Ooga Booga	1	Party	3	6	5–6	1.02	10	10	7	5.99	party	FALSE	FALSE	TRUE	FALSE	In Ouga Bouga players need to repeat a series of guttural noises, then add to the chain. 	
Ora et Labora	5	Advanced	1	4	3	3.89	60	180	13	7.68	strategy	FALSE	FALSE	FALSE	FALSE	Manage workers and resources to build up the land around your medieval monastery.	
Order of the Stick Adventure Game: The Dungeon of Dorukan	4	Standard	2	6	6	2.77	180	360	10	5.75	thematic	FALSE	FALSE	FALSE	FALSE	Crawl down a dungeon collecting treasures and RPG puns.	
Oros	5	Advanced	1	4	3	3.25	60	120	14	7.29	strategy	FALSE	FALSE	FALSE	FALSE	Form mountains and build sacred monuments in the pursuit of wisdom and knowledge.	
Othello	2	Classic	2	2	2	2.07	30	30	8	6.14	abstracts	TRUE	FALSE	FALSE	FALSE	Flip discs to your color in this classic 19th-century abstract.	
Ouch!	3	Lighter	2	5	3–4	1.00	10	15	5	6.10	family	FALSE	FALSE	FALSE	FALSE	Dare to take the card with the most flowers and risk being pricked by the cactus!	
Outnumbered: Improbable Heroes	3	Lighter	1	6	1	1.50	20	30	8	6.96		FALSE	FALSE	FALSE	FALSE	A cooperative game of strategy and mathematics.	
Overboss Duel	7	2-Player	2	2	2	2.00	20	30	8	6.72		FALSE	FALSE	FALSE	FALSE	Place tiles on a shared board to become the best Overboss!	
Overboss: A Boss Monster Adventure	4	Standard	1	5	3	2.02	20	30	8	7.31	family	FALSE	FALSE	FALSE	FALSE	Conquer the overworld and become the Overboss in this puzzly map-building game.	
Paint the Roses	4	Standard	2	5	4	2.45	50	70	11	7.22	family	FALSE	FALSE	FALSE	FALSE	Work together to finish the royal gardens by outsmarting the Queen of Hearts.	
Paladins of the West Kingdom	5	Advanced	1	4	2	3.72	90	120	12	7.97	strategy	FALSE	FALSE	FALSE	FALSE	Invaders are coming from everywhere.  Keep the faith and defend your homeland.	
Pandemic	6	Co-Op	2	4	4	2.40	45	45	8	7.53	strategy,family	FALSE	TRUE	FALSE	FALSE	Your team of experts must prevent the world from succumbing to a viral pandemic.	
Pandemic: Contagion	4	Standard	2	5	4–5	1.90	30	30	14	6.40	family	FALSE	FALSE	FALSE	FALSE	You are the disease. There is no cure.	
Pandemic: Hot Zone – North America	6	Co-Op	2	4	2	1.84	30	30	8	6.99	family	FALSE	TRUE	FALSE	FALSE		
Pandemic: On the Brink	6	Co-Op	2	5	4	2.65	45	45	8	8.03	strategy	FALSE	TRUE	FALSE	TRUE	Three new challenges for your pandemic fighting team to conquer.	
Pandemic: Rapid Response	6	Co-Op	2	4	2	2.12	20	20	8	6.57	family	FALSE	TRUE	FALSE	FALSE	Cooperatively organize and manage the response to pandemic viral threats in real time	
Pandemic: The Cure	6	Co-Op	2	5	3–4	2.06	30	30	8	7.24	strategy, family	FALSE	TRUE	FALSE	FALSE	Roll dice to defeat four diseases threatening the world.	
Paper Dungeons: A Dungeon Scrawler Game	4	Standard	1	8	3	2.13	30	30	10	7.13	family	FALSE	FALSE	FALSE	FALSE	Explore dungeons, fight villains and conquer the glory in a hack n slash adventure.	
Parachute Panda	4	Standard	2	6	4–5	2.00	20	40	8	5.29		FALSE	FALSE	FALSE	FALSE	You're falling to your doom...but you can try not to land first.	
Paranormal Detectives	3	Lighter	2	6	4–5	1.67	30	50	12	6.98	party	FALSE	FALSE	FALSE	FALSE	Deduce the circumstances of the recently-deceased ghost with various occult methods!	
Paris: La Cité de la Lumière	7	2-Player	2	2	2	2.03	30	30	8	7.27	abstracts	FALSE	FALSE	FALSE	FALSE	Players compete for their moment in the light by placing oddly shaped building tiles.	
Parks (2019 edition)	10	 										FALSE	FALSE	FALSE	FALSE		
Parks: Roll & Hike	4	Standard	1	4	1	1.80	20	40	10	7.41		FALSE	FALSE	FALSE	FALSE	Roll your way through mountains, forests and fields, drawing as you go.	
Patchwork	7	2-Player	2	2	2	1.60	15	30	8	7.59	abstracts, family	FALSE	FALSE	FALSE	FALSE	Piece together a quilt and leave no holes to become the button master.	
Patchwork Doodle	3	Lighter	1	6	2, 4	1.26	20	20	8	6.59	family	FALSE	FALSE	FALSE	FALSE	Build your quilt with Tetris style pieces in this Patchwork roll and write.	
Pathfinder: Elemental Stones	3	Lighter	2	4		0.00	30	40	13	7.83		FALSE	FALSE	FALSE	FALSE	Elemental sovereigns shape the very nature of reality.	
Pax Pamir: Second Edition	5	Advanced	1	5	4	3.85	45	120	13	8.17	strategy	FALSE	FALSE	FALSE	FALSE	Swing the tides of &quot;The Great Game&quot; as countries vie for control of Afghanistan.	
Pay Day	3	Lighter	2	6	4	1.22	30	30	8	4.88	family	FALSE	FALSE	FALSE	FALSE	Roll-and-move game where you hope for windfall income and wince at monthly expenses.	
Pentris	3	Lighter	2	4		0.00	30	30	8	6.00		FALSE	FALSE	FALSE	FALSE	Slide tiles down your board to make the biggest group of each candy!	
Pete the Cat Groovy Buttons Game	3	Lighter	2	4		1.00	15	15	3	4.49		FALSE	FALSE	FALSE	FALSE	Get the most groovy buttons in your jar.	
Pete the Cat: Pizza Pie Game	3	Lighter	2	4		0.00	0	0	3	6.67		FALSE	FALSE	FALSE	FALSE	Practice counting skills as you move around the game board collecting pizza toppings.	
Phase 10	2	Classic	2	6	4	1.26	45	45	8	5.23	family	TRUE	FALSE	TRUE	FALSE	Collect sets and runs before your opponents to advance through ten phases of play.	2 copies
Photosynthesis	4	Standard	2	4	3	2.26	30	60	10	6.96	abstracts, family	FALSE	FALSE	FALSE	FALSE	Trees compete for sunlight to grow taller, as the sun moves around the board.	
Pictopia: Disney Edition	3	Lighter	2	6	6	1.00	20	60	7	5.56		FALSE	FALSE	FALSE	FALSE	Answer questions about images from the Disney universe.	
Pit	1	Party	3	8	6–8	1.15	30	90	7	6.40	party, family	FALSE	FALSE	TRUE	FALSE	World's liveliest card game. Trade 1! Trade 2! Trade 3! Trade 4! Corner the market.	
Planet	3	Lighter	2	4	4	1.59	30	45	8	6.66	family	FALSE	FALSE	FALSE	FALSE	Build biomes to create a unique 3D planet and attract the most wildlife.	
Planta Nubo	5	Advanced	1	4	2	3.92	30	120	12	7.23	strategy	FALSE	FALSE	FALSE	FALSE	Players create their own gardens in the sky to harvest oxygen in a Solar Punk world.	
Playing Cards	2	Classic										TRUE	FALSE	FALSE	FALSE		4 copies
Plot Thickens, The: Detective Edition	3	Lighter	2	4		0.00	20	0	14	7.46		FALSE	FALSE	FALSE	FALSE	The Plot Thickens is a storytelling game for quick-thinking, imaginative folks just like you and your friends. 	
Plot Thickens, The: Romance Edition	3	Lighter	2	4		0.00	20	0	17	7.28		FALSE	FALSE	FALSE	FALSE	The Plot Thickens is a storytelling game for quick-thinking, imaginative folks just like you and your friends. 	
Poetry for Neanderthals	3	Lighter	2	12	6, 8	1.06	15	15	7	6.67	party	FALSE	FALSE	FALSE	FALSE	A single-syllable word game in which you must speak good or get hit with stick!	
Port Royal: Big Box	3	Lighter	1	5	3–4	1.74	20	50	8	7.56	family	FALSE	FALSE	FALSE	FALSE	Hire ships and crew, complete missions, and conquer the dreaded Ares pirates.	
Port Royal: The Dice Game	4	Standard	2	5	3	2.00	20	50	10	6.33		FALSE	FALSE	FALSE	FALSE	Push your luck in a new spin-off from the popular game Port Royal.	
Portals	4	Standard	1	4	2	2.25	40	80	10	6.62		FALSE	FALSE	FALSE	FALSE	Find Portals to magical Fairy Realms and become a Path Master of the Portal Guild.	
Portals	4	Standard	1	4	2–3	2.25	40	80	10	6.61		FALSE	FALSE	FALSE	FALSE	Find Portals to magical Fairy Realms and become a Path Master of the Portal Guild.	
Potion Explosion	4	Standard	2	4	3	1.77	30	45	8	7.13	family	FALSE	FALSE	FALSE	FALSE	Collect and combine ingredients to mix potions and try to become Student of The Year.	2 copies
Potions of Azerland	4	Standard	1	4	3	2.29	45	90	14	8.17		FALSE	FALSE	FALSE	FALSE	Gather resources and brew potions to fulfill orders or drink for special powers!	
Power Rangers: Deck-Building Game	5	Advanced	2	4	2	2.89	30	70	14	7.22	thematic	FALSE	FALSE	FALSE	FALSE	Power Rangers face off against evil in an ultimate fight to crush the bad guys.	
Princes of Florence, The	5	Advanced	1	5	5	3.24	75	100	12	7.50	strategy	FALSE	FALSE	FALSE	FALSE	Attract artisans and scholars to your palazzo by building and landscaping.	
Processing: A Game of Serving Humanity	4	Standard	3	6	4	2.00	30	30	13	6.91		FALSE	FALSE	FALSE	FALSE	Processing is a game of terrible democracy. Aliens have conquered Earth, but that's not the worst of it. You'll have to be clever if you and the cows are to survive.	
Punderdome: A Card Game for Pun Lovers	3	Lighter	3	99	7	1.00	30	90	12	4.77		FALSE	FALSE	FALSE	FALSE	The most terrible punster wins. Are you game?!	
Pusheen Purrfect Pick	3	Lighter	2	5	3	1.29	10	30	8	6.23	family	FALSE	FALSE	FALSE	FALSE	Gather Pusheen’s friends and essentials to create meowgical moments!	
Qawale	7	2-Player	2	2	2	1.18	15	15	8	7.01	abstracts	FALSE	FALSE	FALSE	FALSE	Distribute pebbles on the path, and try to line up four pebbles of your color.	
Quacks & Co.: Quedlinburg Dash	3	Lighter	2	4	3–4	1.17	25	25	6	7.34	childrens, family	FALSE	FALSE	FALSE	FALSE	Fill your feedbag with the right tokens so your mount will race to victory.	
Quacks of Quedlinburg, The	4	Standard	2	4	4	1.94	45	45	10	7.82	family	FALSE	FALSE	FALSE	FALSE	Pull ingredients from your stock to make your pot bubble, but hopefully not explode!	2 copies
Quantum	4	Standard	2	4	4	2.47	60	60	13	7.23	strategy	FALSE	FALSE	FALSE	FALSE	Puzzle your way to victory through clever positioning to dominate the galaxy.	
Quarto	2	Classic	2	2	2	1.89	20	20	8	6.89	abstracts	TRUE	FALSE	FALSE	FALSE	You choose the piece your opponent plays next. 4-in-a-row of the same attribute wins!	
Queen's Necklace	4	Standard	2	4	3	1.91	30	45	8	6.38	family	FALSE	FALSE	FALSE	FALSE	Create the finest pieces of jewellery to attract the Queen's eye.	
Queendomino	4	Standard	2	4	2	2.06	25	25	8	7.15	family	FALSE	FALSE	FALSE	FALSE	Build a tile queendom independently, or mix with Kingdomino for more players and fun.	
Queer Agenda, The	1	Party	4	10		0.00	30	60	18	2.88		FALSE	FALSE	TRUE	FALSE	Queer fun for a daring crowd.	
Quest for El Dorado, The 	4	Standard	2	4	2, 4	1.94	30	60	10	7.69	family	FALSE	FALSE	FALSE	FALSE	Race through a dense South American jungle in pursuit of the legendary city of gold.	
Quest Kids, The	3	Lighter	2	4	4	1.00	20	45	5	7.72	childrens	FALSE	FALSE	FALSE	FALSE	A dungeon crawl fantasy adventure for players 5 years old and up!	
Quiddler	3	Lighter	1	8	4	1.42	30	30	8	6.13	family	FALSE	FALSE	FALSE	FALSE	Short words and long words can make for high scores in this versatile word game.	
Qwirkle	3	Lighter	2	4	4	1.59	45	45	6	6.77	abstracts, family	FALSE	FALSE	FALSE	TRUE	Complete a set of shapes or colors among the criss-crossing tiles for big points!	
Qwirkle Color Blind Ed.	3	Lighter	2	4	4	1.59	45	45	6	6.77	abstracts, family	FALSE	FALSE	FALSE	FALSE		
Raccoon Tycoon	4	Standard	2	5	4	2.16	60	90	8	7.26	strategy, family	FALSE	FALSE	FALSE	FALSE	Build railroads, towns and goods to become the most prodigious critter in Astoria.	
Race for the Galaxy	5	Advanced	2	4	2	2.99	30	60	12	7.74	strategy	FALSE	FALSE	FALSE	FALSE	Worlds await! Colonize, develop and conquer, taking advantage of others' choices.	
Race to the Ark	3	Lighter	2	4		0.00	30	60	5	8.00		FALSE	FALSE	FALSE	FALSE	Race to the ark and gather animals along the way.	
Radlands	7	2-Player	2	2	2	2.26	20	40	14	7.82	strategy	FALSE	FALSE	FALSE	FALSE	Post-apocalyptic bands of punks fight to destroy the rival tribe's camps.	
Raiders of Scythia	4	Standard	1	4	3	2.76	60	80	12	7.73	strategy	FALSE	FALSE	FALSE	FALSE	Raid and plunder your way through ancient empires on horseback.	
Raiders of the North Sea	4	Standard	2	4	3	2.56	60	80	12	7.73	strategy	FALSE	FALSE	FALSE	FALSE	Gather your Viking crew in order to plunder seas and lands for glory!	
Railroad Ink: Blazing Red Edition	3	Lighter	1	6	3	1.47	20	30	8	7.08	family	FALSE	FALSE	FALSE	FALSE	Build a network of rails and roads throughout a fiery landscape.	
Railroad Ink: Deep Blue Edition	3	Lighter	1	6	2	1.45	20	30	8	7.17	family	FALSE	FALSE	FALSE	FALSE	Build a network of rails and roads through a watery landscape.	
Ramen	3	Lighter	2	5	4	1.40	15	30	8	6.46		FALSE	FALSE	FALSE	FALSE	Get the best ingredient to add to your ramen bowls. 	
Ramen Fury	3	Lighter	2	5	4	1.21	30	30	8	6.22	family	FALSE	FALSE	FALSE	FALSE	Collect delicious ingredients for your bowls, then eat your creations for points.	
Rats of Wistar	5	Advanced	1	4	3	3.34	90	90	13	7.60	strategy	FALSE	FALSE	FALSE	FALSE	Intelligent rats explore their new house and expand their lair.	
Really Loud Librarians	1	Party	2	12	4, 6	1.17	15	20	8	6.07		FALSE	FALSE	TRUE	FALSE	A fast-paced two-team wordplay party game.	
Red Cathedral, The	5	Advanced	1	4	3	2.82	80	80	10	7.69	strategy	FALSE	FALSE	FALSE	FALSE	Lead a construction team to build Saint Basil's Cathedral under the Tsar's reign.	
Red Dragon Inn 6: Villains, The	3	Lighter	2	4	4+	2.40	30	60	13	7.93		FALSE	FALSE	FALSE	FALSE	You've spent all day dealing with meddlesome adventurers slaying your monsters and taking your stuff. Now it's high time you kicked back for a drink.	
Red Dragon Inn, The	3	Lighter	2	4	4	1.66	45	45	13	6.55	thematic,party	FALSE	FALSE	FALSE	FALSE	Fantasy adventurers head to the pub for a night of drinking, gambling, and fights.	
Red Dragon Inn: Battle for Greyport, The	6	Co-Op	2	5	4	2.73	40	100	12	7.18	strategy	FALSE	TRUE	FALSE	FALSE	Team up with unique companions to save each other and Greyport.	
Red Flags	1	Party	3	20	6	1.00	15	15	16	6.13	party	FALSE	FALSE	TRUE	FALSE	Players play matchmaker as they try to set up the 'Single' with the best date.	2 copies
Red Flags expansion:  Dark Red Flags	1	Party	3	10	5–7	1.00	0	0	0	6.22		FALSE	FALSE	TRUE	TRUE	Dark Red Flags adds 75 really, really nasty Red Flag cards to your game.	2 copies
Red November	4	Standard	1	8	4	2.07	60	120	13	6.29	strategy	FALSE	FALSE	FALSE	FALSE	Work together to save a sinking sub, or find a diving suit and abandon your friends.	
Red Rising	4	Standard	1	6	3	2.28	45	60	14	6.99	strategy	FALSE	FALSE	FALSE	FALSE	Craft a hand of powerful characters from the dystopian world of Red Rising.	
REM Racers	4	Standard	2	5	4	2.17	60	90	0	6.03		FALSE	FALSE	FALSE	FALSE	Pilot your robot to the finish line while surviving the attacks from you rivals!	
reMEmber	3	Lighter	3	5	5	1.00	10	30	8	6.70		FALSE	FALSE	FALSE	FALSE	Give words a color and tell a story.	
Rent a Hero	3	Lighter	3	5	3–4	1.46	20	30	8	6.30	family	FALSE	FALSE	FALSE	FALSE	Assemble a team of heroes but be careful! Hire the same hero twice they both go away!	AEG Black Box
Res Arcana	4	Standard	2	4	2	2.64	30	60	12	7.64	strategy	FALSE	FALSE	FALSE	FALSE	Rival mages create artifacts, vying for places of power and ancient monuments.	2 copies
Resistance, The	1	Party	5	10	7	1.59	30	30	13	7.21	party	FALSE	FALSE	TRUE	FALSE	Assign operatives to missions while avoiding enemy spies.	
Retrograde	3	Lighter	1	4	2	1.50	25	35	8	6.51	family	FALSE	FALSE	FALSE	FALSE	Race to blast evil Astrodroids in this real-time roll-and-write.	
Revive	5	Advanced	1	4	3	3.42	90	120	14	8.14	strategy	FALSE	FALSE	FALSE	FALSE	Revive civilization, 5000 years after the fall of humankind.	
Rhino Hero: Super Battle	3	Lighter	2	4	3–4	1.10	10	20	5	7.23	childrens,family	FALSE	FALSE	FALSE	FALSE	Build sprawling cardboard towers and see how heroes climb up to then duel clumsily.	
Riftforce	7	2-Player	2	2	2	2.10	20	30	10	7.26	cgs	FALSE	FALSE	FALSE	FALSE	Choose guilds, combine their powers, and rush into battle.	
Ring of Chaos	4	Standard	3	6	4	2.20	60	120	13	6.95		FALSE	FALSE	FALSE	FALSE	Command four Heroes to defeat your rivals and obtain the legendary Ring of Chaos.	
Rise of Empires	5	Advanced	2	5	4	3.54	150	150	12	7.02	strategy	FALSE	FALSE	FALSE	FALSE	Compete to develop your ever-changing empire from Ancient Age to Modern Age.	
Rivages	4	Standard	1	5	1, 4	2.00	20	30	8	7.25		FALSE	FALSE	FALSE	FALSE	Cross out and write your way through legendary islands.	
Rival Restaurants	4	Standard	2	6	4–5	2.22	45	60	10	7.57	family	FALSE	FALSE	FALSE	FALSE	Players go head-to-head in this chaotic social strategy game.	
Rivals for Catan	7	2-Player	2	2	2	2.32	45	60	10	6.94	strategy	FALSE	FALSE	FALSE	FALSE	Duel to build the best kingdom in different eras of Catan.	
Roam	4	Standard	2	4	3	1.84	30	45	8	7.29	family	FALSE	FALSE	FALSE	FALSE	Seek out and awaken the sleepwalking residents of Arzium.	
Robinson Crusoe: Adventures on the Cursed Island	6	Co-Op	1	4	1–2	3.82	60	120	14	7.74	thematic	FALSE	TRUE	FALSE	FALSE	Work together — with friends or with Friday — to survive on a deserted island.	
Robo Rally	4	Standard	2	6	4	2.33	45	90	12	7.55		FALSE	FALSE	FALSE	FALSE	Programmed robot racing!	
Rock Hard: 1977	1	Party	2	5	4–5	2.49	45	90	14	7.61	thematic	FALSE	FALSE	TRUE	FALSE	Rehearse, play gigs, get a record deal and become the most famous rock star of 1977.	
Roll for Adventure	4	Standard	2	4	4	2.03	30	30	10	6.73	family	FALSE	FALSE	FALSE	FALSE	Assign dice to noble quests to forge an amulet and overthrow the Master of Shadows.	
Roll for the Galaxy	4	Standard	2	5	3–4	2.78	45	45	13	7.59	strategy	FALSE	FALSE	FALSE	FALSE	Utilize your dice populace to develop technologies, settle worlds, and ship goods.	
Roll Player	4	Standard	1	4	3	2.43	60	90	10	7.44	strategy	FALSE	FALSE	FALSE	FALSE	Draft dice and purchase skills, traits and equipment to create the perfect RPG hero.	
Rolling Freight	5	Advanced	2	5	3	2.98	120	180	13	6.77	strategy	FALSE	FALSE	FALSE	FALSE	Use dice to build routes and ship cargo in reconstruction-era America.	
Rolling Realms Redux	4	Standard	1	6	1–2	2.50	30	45	14	7.99		FALSE	FALSE	FALSE	FALSE	Combine 12 new realms with each other and/or expand Rolling Realms!	
Rome in a Day	4	Standard	2	5	3–4	1.77	15	20	8	6.99		FALSE	FALSE	FALSE	FALSE	Find your favorite strategies in this fast-playing resource management Euro.	
Rook	2	Classic	2	6	4	1.86	45	45	8	6.43	family	TRUE	FALSE	FALSE	FALSE	A trick-taking partnership game with bidding to name the trump suit.	
Root	5	Advanced	2	4	4	3.81	60	90	10	8.08	war, strategy	FALSE	FALSE	FALSE	FALSE	Decide the fate of the forest as woodland factions fight for contrasting goals.	
Rory's Story Cubes	1	Party	1	12	2–4	1.11	20	20	6	6.23	party, family	FALSE	FALSE	TRUE	FALSE	Roll dice and tell a story based on the images rolled.	
Rotten Tomatoes: The Card Game	1	Party	2	20	2	1.00	20	20	10	6.66		FALSE	FALSE	TRUE	FALSE	How well can you rank movies against one another?	
Rummikub	3	Lighter	2	4	4	1.72	60	60	8	6.49	family	FALSE	FALSE	FALSE	FALSE	Race to play all your tiles by forming runs or sets, even if they're not your own!	
Rune Stones	4	Standard	2	4	3	2.34	60	60	10	7.27	family	FALSE	FALSE	FALSE	FALSE	Summon creatures, gain gems, forge artifacts and gain the throne first.	
Runes & Regulations	3	Lighter	2	4	3	1.43	30	60	14	6.03		FALSE	FALSE	FALSE	FALSE	Summon creatures to your lawn, use magic, and sabotage your neighbors!	
Rush M.D.	4	Standard	1	4	3	2.38	30	45	14	7.45	family	FALSE	FALSE	FALSE	FALSE	Diagnose, perform surgeries, and treat the patients in a mad rush to efficiency!	
Saboteur	1	Party	3	10	7–8	1.32	30	30	8	6.54	party,family	FALSE	FALSE	TRUE	FALSE	You are dwarves laying tunnel cards to get gold: but which one of you is the traitor?	
